kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,Genre
983,Missing 9,2017,['Ashbun'],['Han Jung Hoon'],South Korea,Drama,16,3600.0,2017-01-18,2017-03-09,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"Ra Bong Hee, the only known survivor of a plane crash that was carrying famous entertainment industry figures from the agency she works at, was found on a beach in China 4 months after the crash. Upon returning to Korea, she is put under the spotlight and the public outcries to know what happened to their beloved artists. However, Bong Hee doesn't remember anything about the crash due to memory loss. Nevertheless, she is forced to remember and re-tell the story of the other eight passengers' disappearance to silence the public's tumult.(Source: MyDramaList)",6682,612,"Drama, Thriller, Mystery"
984,Introverted Boss,2017,['Song Hyun Wook'],['Joo Hwa Mi'],South Korea,Drama,16,4200.0,2017-01-16,2017-03-14,"Monday, Tuesday",tvN,15+ - Teens 15 or older,"When a young, energetic employee joins a public relations firm with an introverted and severely misunderstood boss, she makes it her life’s mission to show the world who he really is.Chae Ro Un has one simple goal in life: to expose the big boss man, Eun Hwan Ki, for who he really is and take her revenge. She blames him for her family's downfall. (Source: DramaFever) ",3305,109,"Comedy, Romance"
985,Voice,2017,['Kim Hong Seon'],['Ma Jin Won'],South Korea,Drama,16,3600.0,2017-01-14,2017-03-12,"Saturday, Sunday",OCN,15+ - Teens 15 or older,"Popular detective Moo Jin Hyuk who is filled with guilt for his wife’s death, works with professional voice profiler Kang Kwon Joo, whose father is killed, to solve a different crime, chasing for the serial killer responsible for the deaths of their family members.(Source: tvN Asia) ",492,276,Drama
986,Naked Fireman,2017,['Park Jin Suk'],['Yoo Jung Hee'],South Korea,Drama,4,3600.0,2017-01-12,2017-01-19,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Kang Chul Soo is an enthusiastic fireman who poses as a nude model to make money for his sick friend. He is then targeted as the criminal of an arson-murder case that took place 10 years ago, and together with mysterious heiress Han Jin Ah, he tries to find the real culprit. ",3007,1984,Drama
987,My Runway,2016,,,South Korea,Drama,6,1320.0,"Dec 31, 2016","Dec 31, 2016",,MBC Dramanet,15+ - Teens 15 or older,"Han Seo Yeon is a bright, healthy, and outgoing high school student who dreams of becoming a model. Jin Wook is one of the top models in Korea. Han Seo Yeon and Jin Wook end up meeting each other at a casting, where Jin Wook is one of the judges. The casting does not go Seo Yeon's way, and she leaves disappointed: then an incident occurs where the top model, and the aspiring model switch bodies.",7613,1512,"Drama, Comedy, Romance"
988,Happy Ending,2016,,,South Korea,Drama,3,540.0,"Dec 24, 2016","Dec 24, 2016",Saturday,,Not Yet Rated,"The members of DIA star as alternate versions of themselves in this 3-episode web series. Each episode covers a different story: Chaeyeon aids a ghost who's searching for his younger sister, Eunjin struggles with her feelings for her best friend Heehyun, and Jenny follows her friend Yebin into a dangerous situation. ",56770,9834,Romance
989,I'm Sorry Kang Nam Goo,2016,,['Ahn Hong Ran'],South Korea,Drama,120,2100.0,2016-12-19,2017-06-09,"Monday, Tuesday, Wednesday, Thursday, Friday",SBS,15+ - Teens 15 or older,A lethal but innocent love story of a man who only pursued success for his family towards a woman who lost everything after finding her husband's rich parents. ,52970,9216,"Family, Romance"
990,Hwarang,2016,"['Yoon Sung Shik', 'Kim Young Jo']",['Park Eun Young'],South Korea,Drama,20,3600.0,2016-12-19,2017-02-21,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"The names of just a few Hwarangs are recorded in history. Not many people these days truly know about Hwarangs. How did they start? How did beautiful looking young men become at the center of unifying old Korea's Three Kingdoms? To these countless questions, we look forward to finding the answers. Let's imagine how life must have been for young people of Silla back in the 6th century. Let us tell you a story about their friendships and love.(Source: KBS Wold)",1998,45,"Drama, Romance, History"
991,Between Friendship and Love,2016,['Han Soo Ji'],,South Korea,Drama,8,360.0,2016-12-17,2016-12-24,"Friday, Monday, Tuesday, Wednesday, Thursday, Saturday, Sunday",Naver TV Cast vLive,Not Yet Rated,"Composed of 8 episodes that are each about 6 minutes long, the drama tells interesting stories of a couple in an office-dating relationship. Even though each clip is short, the web drama as a whole offers various sides of office dating, such as heart-throbbing moments before the relationship blooms and little misunderstanding and difficulties arise in a relationship. ",6205,4938,"Drama, Comedy, Romance"
992,Solomon's Perjury,2016,"['Kang Il Soo', 'Han Hyun Hee']",['Kim Ho Soo'],South Korea,Drama,12,3600.0,2016-12-16,2017-01-28,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"Solomon's Perjury is a murder mystery that digs into what really happened regarding the death of a student and deals with the growing pains of teenagers. On a Christmas night, a student fell off the school’s rooftop and died. The police concluded that he committed a suicide, and the school immediately tried to hold a memorial ceremony to quickly move on. A couple of days later, a mysterious statement from a witness who saw the student being murdered was delivered to Seo Yeon, a classmate of the dead student. While the school, the police, and the press fight over who is right, many students get hurt. The only thing the adults care about is closing the case. Seo Yeon and some of her friends declare that they can’t stand by quietly and let this unfair process continue, so they decide to hold a school trial in order to uncover the truth, saying “we’re not going to just let this go.” Students act as counselors, judges, and jurors in the school trial. The trial reveals ugly secrets about the murder case and the hypocrisy of the adults involved in the students' fight for the truth.(Source: JTBC)",1345,944,"Crime, Mystery, Legal"
993,Justice Team,2016,['Yoon Joon Ho'],,South Korea,Drama,4,1500.0,2016-12-13,2016-12-16,"Tuesday, Wednesday, Thursday, Friday",Naver TV Cast,15+ - Teens 15 or older,The drama tells stories of courageous prosecutors in Goyang's Investigative Task Force for Crimes Against Women and Children who uncover truth and fight for the weak who were silenced by injustice. ,47926,12794,"Drama, Crime"
994,My Old Friend,2016,,,South Korea,Drama,7,600.0,2016-12-12,2016-12-14,"Monday, Tuesday, Wednesday",Naver TV Cast,Not Yet Rated,"A drama about a grandpa and his granddaughter, with very different personalities, who spend a weekend together and form a bond as they become friends. ",50040,11951,"Drama, Family"
995,The Miracle,2016,,,South Korea,Drama,12,900.0,2016-12-12,2016-12-23,,Naver TV Cast,15+ - Teens 15 or older,"How could twin sisters be such polar opposites? Kwon Shi Ah is the beautiful sister, gorgeous in every way and a member of the popular girl group known as Miracle Girls. Since she was in preschool, Shia has worked as a model and then a teen actress before becoming an idol. Her fraternal twin sister, Shi Yeon, is almost double the body size of Shi Ah and has always been ridiculed and bullied in school for her large frame. Because of this, Shi Yeon has become a recluse, who prefers staying home and producing an Internet broadcast within the safety of her room. The only time Shi Yeon ventures out is to visit a mysterious tarot card reader who gives Shi Yeon a magical tarot card every day. But the twin sisters’ lives are turned upside down when they wake up one day and realize that their souls have switched bodies! What will an idol musician and Shi Yeon’s high school crush think of the women they thought they knew?(Source: Viki)",7958,1051,"Family, Fantasy, Romance"
996,The Birth of a Married Woman,2016,['Lee Jung Hoon'],,South Korea,Drama,10,900.0,2016-12-09,2017-02-10,Friday,SBS Plus,Not Yet Rated,The drama tells stories about wedding planning with a great deal of details that nobody has told you so far. ,47157,8873,"Drama, Comedy, Romance"
997,Love for a Thousand More,2016,['Park Bong Sub'],['Kwak Kyung Yoon'],South Korea,Drama,10,1200.0,2016-12-05,2016-12-23,"Monday, Wednesday, Friday",Naver TV Cast,13+ - Teens 13 or older,"Pyeon Mi Jo is an immortal woman who does not wish to fall in love anymore. Nearly a thousand years old, her experiences in love tells her all men are ""bastards"" one way or another. But what's her current job? A Love Counselor. One day, she gets a new noisy neighbour, Yoo Joon Woo, a hip-hop crew leader. ",5209,1875,"Drama, Music, Romance"
998,Goblin,2016,['Lee Eung Bok'],['Kim Eun Sook'],South Korea,Drama,16,4920.0,2016-12-02,2017-01-21,"Friday, Saturday",tvN,15+ - Teens 15 or older,"Kim Shin was once an unbeatable general in Goryeo's military who died a tragic death. He now possesses immortality but is tired of living while everyone else around him dies. For 900 years, Kim Shin has searched for his bride, a mortal who can pull out the sword and end his life. One day, he encounters Ji Eun Tak, a positive, upbeat high school student who can see the dead and has gone through tragic events, yet still stays strong. She claims to be the Goblin's bride who can end his immortal life, but what appears to be an easy task, only gets complicated, as the two fall in love.(Source: AJ at MyDramaList)",131,1,"Drama, Fantasy, Romance"
999,Love Is Drop by Drop,2016,['Kim Jung Min'],['Kim Young In'],South Korea,Drama,120,2100.0,2016-11-28,2017-06-02,"Monday, Tuesday, Wednesday, Thursday, Friday",SBS,15+ - Teens 15 or older,Eun Bang Wool falls in love with the man who received a heart transplant from her ex-boyfriend. She faces secrets around her. ,6139,6834,"Drama, Romance"
1000,Still Loving You,2016,['Kwak Gi Won'],['Kim Min Joo'],South Korea,Drama,125,2100.0,2016-11-28,2017-05-26,"Monday, Tuesday, Wednesday, Thursday, Friday",KBS1,15+ - Teens 15 or older,"The tale of former teacher and student, Oh Eun Soo and Kim Bit Na, who meet again years later after they married brothers, Yoon Soo Ho and Yoon Soo Hyun. They even become stepsisters after remarriage of their parents. ",4135,5209,"Drama, Family, Romance"
1001,Person Who Gives Happiness,2016,"['Park Seung Woo', 'Lee Sung Joon']",['Park Ji Hyun'],South Korea,Drama,118,2100.0,2016-11-21,2017-05-12,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"There are three different mothers. Park Bok Ae is a selfish mother who would do anything to ensure that her children have a better life even if it inflicts pain on others. The cold-hearted Kim Ja Gyung is an actress who abandons her own son at birth in order to pursue her acting career. Then there is Im Eun Hee who adopts a boy and becomes a mother even if she never experienced what it was like to have a family. This TV miniseries revolves around a foster mother who struggles to protect her child from the biological mother who tries to take the child back after learning that her child has become a top child actor, making a lot of money. The story unfolds as the foster mom battles with the biological parent over custody. At the same time, Gun Woo's unchanging love towards Eun Hee proves that she is someone who deserves much love.(Source: MBC)",4510,6106,"Drama, Family, Romance"
1002,Cat Chef,2016,,,South Korea,Drama,10,2100.0,2016-11-21,2016-12-20,"Monday, Tuesday",O'live,Not Yet Rated,"The story of a Korean cuisine chef, Yeo Moon Joon who runs a restaurant in Vietnam. The drama introduces various recipes that are as sweet as the romantic love story of the young and talented chef and his beautiful lady customer with incredibly sensitive palate. ",46365,10292,"Drama, Food"
1003,Night Light,2016,,['Han Ji Hoon'],South Korea,Drama,20,3780.0,2016-11-21,2017-01-24,"Monday, Tuesday",MBC,Not Yet Rated,"This drama depicts the intense and fierce fight among three greedy individuals, in order to become the owner of most splendid light sources for the city that never sleeps: money and power. Seo Yi Kyung is a ruthless and sharp businesswoman, who is willing to do anything for her ambitions. Park Gun Woo is an heir to a big company who got betrayed by his love, Yi Kyung, 12 years ago. Lee Se Jin is a hired persona who gets attracted to Yi Kyung's aura and wants to be like her.",7938,2684,Sports
1004,What's Up With These Kids!?,2016,,,South Korea,Drama,6,780.0,2016-11-16,2016-12-01,"Wednesday, Thursday",Naver TV Cast,G - All Ages,A drama of teenagers experiencing and overcoming a financial crisis within the school. ,9159,5085,"Drama, Romance"
1005,Oh My Geum Bi,2016,['Kim Young Jo'],['Lee Myung Hee'],South Korea,Drama,16,3600.0,2016-11-16,2017-01-11,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Geum Bi is a spirited 8-year-old girl who suffers from Niemann-Pick Disease Type C (NPC), a rare genetic condition that makes her body unable to properly metabolize cholesterol and other lipids. The condition is often referred to as “childhood Alzheimer’s” because of the rapid mental and physical deterioration that accompanies it. Her single father, Hwi Cheol, is a swindler. While taking care of Geum Bi, he learns about the preciousness of life. Geum Bi’s stern mother, Jang Joo Yeong, is estranged from Hwi Cheol and disapproves of everything he does. Go Kang Hee is an arborist who likes to spend her time alone or on the search for stolen cultural artifacts. When Kang Hee meets Hwi Cheol, she finds herself drawn into his life. Can Geum Bi teach Kang Hee to mend her fractured heart?",1152,2156,"Drama, Family"
1006,Weightlifting Fairy Kim Bok Joo,2016,"['Oh Hyun Jong', 'Nam Sung Woo']","['Yang Hee Seung', 'Kim Soo Jin']",South Korea,Drama,16,3600.0,2016-11-16,2017-01-11,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"Bok Joo is a weightlifter who is pursuing her dream of winning the gold medal but she then finds romance for the first time in her life. While she is a woman who trains with heavy steel weights, she is also very feminine when it comes to relationships. Focusing solely on weightlifting would jeopardize her relationship but leaving her weightlifting career for love would keep her from attaining her dreams.Can she find a way to have love as well as glory at the age of 20? The characters within this drama are elite athletes in weightlifting, swimming and rhythmic gymnastics who work hard to reach their goals in life. It covers their coming-of-age stories and relationships through hectic life.(Source: MBC)~~ Inspired by the life of South Korean Olympic weightlifter gold-medalist Jang Mi Ran.",150,3,"Drama, Romance, Sports"
1007,The Legend of the Blue Sea,2016,['Jin Hyeok'],['Park Ji Eun'],South Korea,Drama,20,3600.0,2016-11-16,2017-01-25,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,"How can a mermaid from the Joseon era survive in modern society?Shim Chung is a mermaid who follows her one true love, a nobleman’s son named Kim Ryung from the Joseon Dynasty, to modern-day Seoul. Ryung’s modern doppelgänger is Heo Joon Jae, a highly skilled scam artist who first becomes interested in Shim Chung because of a jade bracelet worth $6 million that Shim Chung wears.With nowhere to go, Shim Chung is taken in by Joon Jae, who also finds his con partners, Jo Nam Doo and Tae Oh, hiding out in his home from a vengeful past victim of their scams. Shim Chung discovers a rival for Joon Jae’s heart in Cha Shi Ah, a researcher at KAIST who deals with ancient artifacts.When a dangerous killer named Ma Dae Yeong, sent by Joon Jae’s stepmother who wants to make her own son the heir to Joon Jae’s fortunes, can Shim Chung survive her strange new environment while also helping Joon Jae avoid the dangers that await him?(Source: Viki)~~ Inspired by the Joseon legend from Korea's first collection of unofficial historical tales contained in a short story anthology ""Eou Yadam"" (어우야담) by Joseon-era scholar Yoo Mong In (유몽인).",792,18,"Comedy, Fantasy, Romance"
1008,My Romantic Some Recipe,2016,,,South Korea,Drama,6,600.0,2016-11-14,2016-11-22,"Tuesday, Thursday",Naver TV Cast,13+ - Teens 13 or older,"A 21-year old college student has a one-sided love for a restaurant customer. Then after getting drunk one evening she takes a stand-up poster of her idol. From that advertisement he magically emerges to help her...teach her how to charm the other guy, to cook, to ride a bike, to take better care of herself. Then as suddenly as he arrives, he disappears. ",4602,1977,"Food, Romance"
1009,Golden Pouch,2016,['Kim Dae Jin'],['Lee Hye Seon'],South Korea,Drama,122,2100.0,2016-11-14,2017-05-30,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"In the drama ""Golden Pouch”, Seok Hoon, a genius doctor who is an orphan loses his memory due to an accident on his wedding day. He wakes up mistakenly believing that the actors that were hired to pretend as his parents during the wedding as his real parents. He develops close ties with the couple and for the first time in his life, he experiences what it feels like to belong to a two-parent family. Later, the couple takes him in as their own son. Seol Hwa is the second daughter in the family who stays upbeat no matter how hard her life gets. One day, she comes across Seok Hoon, who is suffering from amnesia. Can she and Seok Hoon overcome the sticky threads of fate to fall in love? This romantic comedy revolves around an irritable doctor who abandons his profession to become a cook as he gets involved with a headstrong woman.(Source: MBC)",4750,5224,"Drama, Family, Thriller"
1010,"Father, I’ll Take Care of You",2016,"['Kim Sung Wook', 'Lee Dae Young']",['Jo Jung Seon'],South Korea,Drama,50,4020.0,2016-11-12,2017-05-07,"Saturday, Sunday",MBC,15+ - Teens 15 or older,"After Hyung Seob and Jung Ae worked hard to raise their four children, they are now ready to retire but one day all of their children move back into the house. Hyun Woo returns to Korea to seek revenge for getting separated from his only sibling and being sent to America. However, he reunites with Jung Eun whom he once met in New York. Will Hyun Woo be able to overcome his hurtful past and move on to find love? At the same time, Sung Joon also meets a girl named Dong Hee again whom he briefly met in Taiwan but finds her living in his parents’ house in Korea. Will Sung Joon and Dong Hee find true love? is about karmic connections, family values and young people who are destined to fall in love.(Source: MBC)",4833,2331,"Drama, Family, Romance"
1011,I'm Not a Girl Anymore,2016,,,South Korea,Drama,12,420.0,2016-11-07,2017-01-16,,Naver TV Cast,Not Yet Rated,"The story revolves around Na So Nyuh’s love life prior to becoming a top star, as she reflects on her experiences with her four ex-boyfriends, one of which had too made their debut in the industry. ",59747,13901,"Drama, Comedy, Romance"
1012,Dr. Romantic,2016,"['Yoo In Shik', 'Park Soo Jin']",['Kang Eun Kyung'],South Korea,Drama,20,3600.0,2016-11-07,2017-01-16,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"Kim Sa Bu was once a famous surgeon at the peak of his career at a major hospital. But he suddenly gives it all up one day to live in seclusion and work as a neighborhood doctor in a small town. He now goes by “Teacher Kim” and refers to himself as the “Romantic Doctor”. Meanwhile, Kang Dong Joo became a doctor to make something of himself after growing up poor, and he seeks out VIP patients to achieve the success that he desperately wants. Yoon Seo Jung is a passionate young surgeon who is haunted by a mistake from her past and tries to get over it. When Dong Joo and Seo Jung meet the quirky Teacher Kim, their lives and careers will never be the same again.",245,116,"Drama, Romance, Medical"
1013,The Sound of Your Heart,2016,['Ha Byung Hoon'],['Kwon Hye Joo'],South Korea,Drama,20,900.0,2016-11-07,2016-11-28,"Monday, Thursday",Naver TV Cast,15+ - Teens 15 or older,"""The Sound of Your Heart"" comically follows Jo Suk's ridiculous but hilarious adventures with his girlfriend-turned-wife Ae Bong, their dogs, older brother Jo Joon, and parents. ~~ Adapted from the webtoon ""The Sound of Heart"" (마음의소리) by Jo Suk (조석).~~ Two versions available: 20 episodes (web version / 2 parts per episode) || 5 episodes (TV version / 4 parts per episode) ",915,751,"Drama, Comedy"
1014,Entourage,2016,['Jang Young Woo'],"['Seo Jae Won', 'Kwon So Ra']",South Korea,Drama,16,4200.0,2016-11-04,2016-12-24,"Friday, Saturday",tvN,15+ - Teens 15 or older,This is the story of a handsomely famous celebrity who depends on his three friends and agency's boss who try to help him in his struggles as an actor and a man. (Source: IMDb)~~ Remake of the American TV series “Entourage” [2004]. ,8888,1332,"Drama, Comedy"
1015,Bunny Bunny,2016,,,South Korea,Drama,5,300.0,2016-11-01,2016-11-30,,Naver TV Cast,Not Yet Rated,A Bunny Bunny who has been deprived of lives by a man of question has come down to the human world to regain their precious lives. ,99999,99999,Romance
1016,Momin's Room,2016,,,South Korea,Drama,7,720.0,2016-11-01,2016-11-22,"Tuesday, Thursday",OCN,Not Yet Rated,"'Momin's Room' will talk about how today's youth deals with love, friendship, and family while weaving in informational content about copyright. The main character is 23-year-old Momin, who moves from Jeju Island to Seoul and builds lasting friendships. ",8682,6475,"Drama, Family, Romance"
1017,Positive Physique,2016,,,South Korea,Drama,6,600.0,2016-10-31,2016-11-04,,Naver TV Cast,13+ - Teens 13 or older,"A story about Hwan Dong, majoring in film and is preparing for his graduation project as a movie director. His script wins a grand prize, but he faces difficulty after difficulty while trying to finalize the film. He asks his ex-girlfriend Hye Jung to play the main role in his production, who is understandably surprised at his bold request. ",6715,1475,"Drama, Romance"
1018,Always Springtime,2016,['Lee Hyung Sun'],['Kim Mi Kyung'],South Korea,Drama,122,2100.0,2016-10-31,2017-04-21,"Monday, Tuesday, Wednesday, Thursday, Friday",MBC,15+ - Teens 15 or older,"With an underlying theme of hope in a stressful, disconnected world, this drama centers around filial piety, family bonds and people of good character. This drama reveals the true meaning of marriage and love by depicting the current dating scene and social attitudes while contrasting the personalities amongst young people looking for a husband based on the man's social and wealth status instead of true love. There are good times and also bad times in life, but by having your loved ones by your side will make every day feel like a pleasant springtime.(Source: MBC)",57994,14657,"Drama, Romance"
1019,My Wife’s Having an Affair This Week,2016,['Kim Seok Yoon'],"['Lee Nam Gyu', 'Kim Hyo Shin', 'Lee Ye Rim']",South Korea,Drama,12,4200.0,2016-10-28,2016-12-03,"Friday, Saturday",jTBC,15+ - Teens 15 or older,"Hyun Woo fell in love with Soo Yeon at first sight in college and they have been married for 8 years. He thought he had the perfect family, with Soo Yeon, who is a beautiful wife and a good mother to his beloved son. Then one day, Hyun Woo sees a hotel reservation message sent by a male stranger on Soo Yeon’s phone. Even though he tries not to think about it, proof after proof is revealed, which confirm that his wife is indeed having an affair. Since he firmly believes that he is a good husband and father, he can’t seem to forgive his wife. He blames her for putting the family in danger but then starts thinking, “Have I been a good husband to my wife?”(Source: JTBC)",2831,1354,"Drama, Comedy, Romance"
1020,One More Time,2016,,,South Korea,Drama,8,1800.0,2016-10-26,2016-12-14,Wednesday,BS TV Tokyo Netflix,13+ - Teens 13 or older,"Yoo Tan is the leader and vocalist of an indie band called One More Time, a band he started with his childhood friends ten years ago. The indie band flourished for a while even boldly refusing to succumb to the establishment at one point. But Tan is getting older, the popularity of his band is dwindling, and life isn’t getting any easier financially, so he eventually signs with a music label. While enduring the difficult conditions inherent at a major music label, an unforeseeable event takes place sweeping Tan up in it: An unwanted time leap which allows him to journey back in time to regain his girlfriend.",6142,724,Comedy
1021,Sweet Stranger and Me,2016,['Kim Jung Min'],['Kim Eun Jung'],South Korea,Drama,16,3600.0,2016-10-24,2016-12-13,"Monday, Tuesday",KBS2,15+ - Teens 15 or older,"Hong Na Ri is a proud flight attendant who suffers a series of misfortunes after her mother passes away and then she discovers that her longtime fiancee, Jo Dong Jin, is cheating on her with fellow flight attendant Do Yeo Joo. To get her mind off her troubles, Na Ri returns to her mother’s home, only to find a handsome young man, Go Nan Gil, living in Na Ri’s mother’s house and running her mother’s dumpling restaurant. Incredulously, Nan Gil tells Na Ri that he is her father, having married Na Ri’s mother before she passed away! Meanwhile, Kwon Duk Bong is a wealthy businessman who wants to help Na Ri reclaim her mother’s property so that he can develop the land. Can he help Na Ri prove that Nan Gil is a lying swindler?(Source: Viki)~~ Adapted from the webtoon “Woorijibe Saneun Namja” by Yoo Hyun Sook.",6243,648,"Drama, Comedy, Romance"
1022,Clocking Out,2016,['Kim Gun'],,South Korea,Drama,4,600.0,2016-10-21,2016-11-01,"Tuesday, Friday",Naver TV Cast,Not Yet Rated,"Korea has been taken over by aliens, and three agents from two different timelines spearhead the war against them. An unknown monster strikes them! One day, a single scream in an urgent phone call was heard.A top-level national secret organization, aka BUG (Bureau of Unidentified Genes), ​​is dispatched to catch the unknown beast that appears in the city center. Veteran Jung Bong, principleist Hyo Chan, and passionate newcomer Ki Woong, the three Korea's top special agents are starting to counterattack! (Source: Daum Website)",7546,7056,"Action, Science-Fiction"
1023,Hot and Sweet,2016,,,South Korea,Drama,8,780.0,2016-10-20,2016-11-01,"Tuesday, Wednesday, Thursday",Naver TV Cast,Not Yet Rated,"The romantic-comedy tells the story between a pretty boy food truck owner who settles in a spot by the Gangwon beach, and the mysterious and wacky lady he meets.(Source: IMDb) ",7838,3446,"Comedy, Romance"
1024,88 Street,2016,,,South Korea,Drama,12,600.0,2016-10-17,2016-11-04,"Monday, Tuesday, Thursday, Friday",Naver TV Cast,Not Yet Rated,"Marco, a guy living with a trauma from a dead girlfriend, is a psychiatrist who treats students living on the 88th street. The drama shows how Marco helps students get over their traumas and make connections with others and the world again. ",56751,11471,Drama
1025,The Facetale: Cinderia,2016,,,South Korea,Drama,10,480.0,2016-10-14,2016-11-17,,Naver TV Cast Viki,13+ - Teens 13 or older,"The two best friends are polar opposites. Cin De Ri works for a cosmetics company but prefers not to wear makeup due to a traumatic incident in college. Her best friend is Gae Mo Ran, the impeccable and gorgeous beauty host. When Cin De Ri stands in for Mo Ran on a blind date with the handsome Lee Jun Yeol, she becomes smitten with him. But Mo Ran then decides she wants Jun Yeol for herself and tries to seduce him.Angry, Cin De Ri decides her Plain Jane days are over and uses a mysterious compact that can conjure three makeup fairies – Fairy Won Hye, Fairy Hwal Ran, and Fairy Dae Shik – to transform her into a beautiful woman. Wang Sae Son is mesmerized by the sudden change in Cin De Ri. But the compact can only be used up to eight times. What will happen to Cin De Ri when she runs out of magic transformations?(Source: Viki)",8957,6696,"Comedy, Fantasy, Romance"
1026,Secret Crushes,2016,,,South Korea,Drama,21,180.0,2016-10-11,2016-10-21,,Naver TV Cast,Not Yet Rated,"Under the overall theme of unrequited love and having a crush on someone unattainable, the drama tells stories of various happenings that can arise in such relationships. The stories are told from the perspectives of both men and women as if they were written from an omniscient point-of-view, which allows viewers to sympathize with both sides and adds another layer to seemingly ordinary incidents between men and women.(Source: OnDemandKorea) ",53733,11350,Romance
1027,Something About 1 Percent,2016,['Kang Cheol Woo'],['Hyun Go Woon'],South Korea,Drama,16,2400.0,2016-10-05,2016-11-24,"Wednesday, Thursday",DramaX,15+ - Teens 15 or older,"Growing up in a wealthy family, Lee Jae In had the best of everything. As an adult he was smart, good looking, had a well-paying job, in short, it seemed like he had it all together. There was just one problem, he was an arrogant jerk.Annoyed with his grandson’s arrogance, Jae In’s grandfather came up with a plan to humble his haughty grandson and maybe even teach him a lesson. In order to inherit everything his grandfather was going to leave for him, Jae In would have to enter into an engagement contract with Kim Da Hyun, a lovely school teacher with one of the sweetest of personalities in the world.Forced to agree with his grandfather’s terms, Jae In and Da Hyun have no choice but to endure the next few months as best they can. Total strangers, with nothing in common and only a contract to connect them, things start out rough. But time brings about many changes and even the hardest of hearts can be made to soften, when given a chance.(Source: Viki)~~ Adapted from the web novel ""Something About 1%"" (1%의 어떤 것) by Hyun Go Woon (현고운).",1342,204,"Comedy, Romance"
1028,Woman with a Suitcase,2016,"['Lee Jae Jin', 'Kang Dae Sun']",['Kwon Eum Mi'],South Korea,Drama,16,3600.0,2016-09-26,2016-11-15,"Monday, Tuesday",MBC,15+ - Teens 15 or older,"Cha Geum Joo was once an office manager with a thriving career, but that takes a major hit when she is penalized for violating the Attorneys-at-Law Act and sent to prison for it. The drama follows the success story as she comes back as an ex-con, and follows her dream to become an outstanding lawyer. ",5322,3141,"Drama, Romance, Legal"
1029,Thumping Spike 2,2016,,['Choi Ji Yeon'],South Korea,Drama,20,900.0,2016-09-24,2016-12-10,Saturday,MBN,Not Yet Rated,"'Heart Thumping Spike 2' will tell the story of the nerdy, bookish Han Da Woon and pro 'genius' volleyball player Dong Hae Sung, and how the love slowly develops between the two. ",5106,1456,"Drama, Romance"
1030,The K2,2016,['Kwak Jung Hwan'],['Jang Hyuk Rin'],South Korea,Drama,16,3600.0,2016-09-23,2016-11-12,"Friday, Saturday",tvN,15+ - Teens 15 or older,"Kim Je Ha is a former mercenary soldier known as “K2” who suddenly turns into a fugitive when he is wrongfully accused of killing his girlfriend while he is serving in Iraq. He finds his way back to Korea and gets a job as a bodyguard for Choi Yoo Jin, the owner of JSS Security and the wife of Jang Se Joon, who is running for president.Je Ha uses his new job to plan his revenge on Park Kwan Soo, the leader of the current ruling party and Se Joon’s rival, whom Je Ha believes ordered the murder of his girlfriend.When Je Ha is assigned to guard Go An Na, the reclusive illegitimate daughter of Se Joon, they begin to develop feelings for each other. But what happens when the person who wants to harm An Na the most is Yoo Jin, Je Ha’s boss and revenge ally? Where will Je Ha’s loyalty lay?(Source: Viki)",1479,36,"Drama, Action"
1031,Shopping King Louie,2016,['Lee Sang Yeob'],['Oh Ji Young'],South Korea,Drama,16,3600.0,2016-09-21,2016-11-10,"Wednesday, Thursday",MBC,15+ - Teens 15 or older,"The romantic comedy series “Shopping King Louie” revolves around a handsome shopaholic named Louis, who is the successor of a vast business empire but becomes homeless after suffering from amnesia. Meanwhile, Go Bok Shil, a country girl who lives a life that is worlds apart from the rich and famous, encounters Louis in Seoul. The improbable romance that unfolds between Louis, who is able to buy everything he wants, and the angelic girl, Go Bok Shil, shows the viewers that the value of true love is priceless and is not something that can be bought.(Source: MBC)",1510,131,"Drama, Comedy, Romance"
1032,On the Way to the Airport,2016,['Kim Chul Gyu'],['Lee Sook Yun'],South Korea,Drama,16,3600.0,2016-09-21,2016-11-10,"Wednesday, Thursday",KBS2,15+ - Teens 15 or older,"Choi Soo Ah has spent the last twelve years working as an airline assistant purser and raising a daughter alongside her pilot husband. She is content; but when she meets Seo Do Woo, her life changes. The bright and warm Seo Do Woo is a married, part-time architecture instructor who also has a daughter. He, too, is content until a shocking incident brings confusion and Choi Soo Ah into his life. What will happen when their two lives collide?",3560,1714,"Drama, Romance"
