kdrama_id,drama_name,year,director,screenwriter,country,type,tot_eps,duration,start_dt,end_dt,aired_on,org_net,content_rt,synopsis,rank,pop,Genre
665,Romantic Witch's Starlight Sonata,2019,,,South Korea,Drama,2,300.0,"Mar  9, 2019","Mar  9, 2019",Saturday,,Not Yet Rated,"Love never waits. The secret door opens widely only for whom tries to get. Jeong Yoon, always say what she want to say. Ye Jin, always depend on Jeong Yoon. They keep playing hot and cold with or without notice each other. One day, the shadow came in front of Jeong Yoon and Ye Jin. Everything changes on the night with darkness.(Source: Youtube) ",59261,8990,"Fantasy, Romance"
666,Benton,2019,,,South Korea,Drama,3,360.0,2019-03-08,2019-03-29,Friday,,Not Yet Rated,A relationship which makes you lose yourself. Is this what it’s like to date? Are you meeting someone you can be yourself with? Can Han Hee meet the man of her dreams? Who is Han Hee’s destined love?(Source: Naver) ,42630,99999,"Drama, Action, Anime"
667,Big Issue,2019,"['Park Soo Jin', 'Lee Dong Hun']",['Jang Hyuk Rin'],South Korea,Drama,32,2100.0,2019-03-06,2019-05-02,"Wednesday, Thursday",SBS,15+ - Teens 15 or older,"Set within the frenzy world of the paparazzi media. Due to a photograph, Han Seok Joo loses everything, including his job as a photographer for a top newspaper and his family. Ji Soo Hyun is the notorious chief editor of a paparazzi group. She hires the man to become a paparazzi photographer.(Source: AsianWiki) ",2592,2601,"Drama, Fantasy, Romance"
668,Possessed,2019,['Choi Do Hoon'],['Park Hee Gang'],South Korea,Drama,16,3900.0,2019-03-06,2019-04-25,"Wednesday, Thursday",Netflix OCN,15+ - Teens 15 or older,"Kang Pil Sung works as a detective. His instincts as a detective are excellent and he is foul-mouthed. He is both lazy and rough, but he is also soft hearted.Hong Seo Jung has excellent psychic mediumship, but she tries to hide her ability. This causes her to keep a distance from other people and she lives a lonely life.While Kang Pil Sung investigates a case, he happens to meet Hong Seo Jung. He thinks that she is different from others and takes an interest in her. They begin to solve cases together using their special abilities.",7050,1310,"Drama, Horror, Thriller"
669,My Dear Friend,2019,,,South Korea,Drama,4,300.0,2019-02-28,2019-04-03,,,13+ - Teens 13 or older,Two young teenagers who are also best friends fall in love. ,8828,6071,"Drama, Romance"
670,Can Love Be Refunded,2019,,,South Korea,Drama,12,480.0,2019-02-25,2019-04-02,"Monday, Tuesday",Naver TV Cast vLive,Not Yet Rated,A romantic comedy about a young woman who is full of justice and a young man who has no passion for life. ,48305,10363,"Comedy, Romance"
671,Love in Sadness,2019,['Choi Yi Sup'],['Song Jung Rim'],South Korea,Drama,40,1800.0,2019-02-23,2019-04-27,Saturday,MBC,Not Yet Rated,"“Love in Sadness” is a love story that encapsulates the mythical-like fate of love that is so coveted that it ignores all bounds. In it, love outweighs what the world thinks, ignores the pain and anguish with it, and pursues its destiny. In the drama, Ma Ri is a beautiful girl, married into wealth with a seemingly perfect life. Ironically, her husband, In Wook, who looks like a more than ideal husband, is an obsessive lunatic who is also violently abusive. When he pushes her too far, she reaches out for help from Jung Won, an honest, smart, handsome plastic surgeon. And when he agrees to help her escape from her husband's hands, they fall in love. But In Wook, who is consumed by his obsession for her, isn't going to let her get away from his grasp. Watch as these two characters struggle to stay on their arduous road to love.(Source: Viki)",4905,2321,"Drama, Romance"
672,The Fiery Priest,2019,['Lee Myung Woo'],['Park Jae Bum'],South Korea,Drama,40,2100.0,2019-02-15,2019-04-20,"Friday, Saturday",SBS,15+ - Teens 15 or older,"Kim Hae Il is a Catholic priest. He makes spiteful remarks, and he can be rude to others. Koo Dae Young is a detective. He talks a lot, and he is also timid. Park Kyung Sun is a prosecutor. She is smart and beautiful. She is also ambitious as a prosecutor and good at her job.The three of them team up and work together to solve a murder case involving a senior Catholic priest.(Source: AsianWiki)",237,404,"Drama, Mystery"
673,About Youth,2019,,,South Korea,Drama,8,540.0,2019-02-14,2019-04-04,Thursday,,Not Yet Rated,,58132,8646,"Drama, Romance"
674,"I Hate You, Juliet!",2019,['Kim Jung Kwon'],,South Korea,Drama,18,1080.0,2019-02-14,2019-05-01,Wednesday,Oksusu Viki,13+ - Teens 13 or older,"After an electric shock, a top celebrity is suddenly able to hear a script writer's thoughts. Knowing her true thoughts and feelings, he finds himself falling madly in love with her! But when he loses his ability to read her mind, would he still be able to win her heart?(Source: Viki) ",7035,2598,"Drama, Romance"
675,20+1,2019,,,South Korea,Drama,6,420.0,2019-02-13,2019-03-02,"Wednesday, Saturday",Naver TV Cast,Not Yet Rated,,57629,99999,"Drama, Action, Science-Fiction"
676,Travelogue,2019,,,South Korea,Drama,3,1500.0,2019-02-13,2019-02-27,,,Not Yet Rated,,41573,99999,"Comedy, Action, Anime, Fantasy"
677,We See Winter,2019,,,South Korea,Drama,2,1260.0,2019-02-13,2019-02-20,"Wednesday, Monday",vLive,Not Yet Rated,,40910,15882,Drama
678,Loss Time Life,2019,,,South Korea,Drama,2,2700.0,2019-02-13,2019-02-14,"Wednesday, Thursday",,15+ - Teens 15 or older,"So Jin was Yoo Geon's childhood friend and first love. They meet again as she becomes one of his teachers in high school. After he suddenly dies, Yoo Geon is given a second chance in the form of thirty hours during which he finds the meaning of love.(Source: Wikipedia) ",55809,8748,"Drama, Comedy"
679,The Light in Your Eyes,2019,['Kim Seok Yoon'],"['Kim Soo Jin', 'Lee Nam Gyu']",South Korea,Drama,12,3600.0,2019-02-11,2019-03-19,"Monday, Tuesday",jTBC Viki,15+ - Teens 15 or older,"In order to save her father from an accident, 25-year-old Kim Hye Ja uses a mysterious watch to rewind time in an attempt to prevent the accident, but fails. Desperate, she ends up rewinding the watch too many times and accidentally ages herself, becoming a 70 year old.Confused and oblivious as to how she ended up like this, she sets out on a journey to put everything back on track. Along the way, she encounters her family and friends who no longer recognize her, including Lee Joon Ha, a young man she loved, who yearns for her while struggling with his life. When 70 year old Kim Hye Ja and the young Lee Joon Ha come together to form an unlikely bond, a devastating and life-turning truth is revealed, the crux of all the time she lost.(Source: Nauriya at MyDramaList)",1434,457,"Fantasy, Romance"
680,Item,2019,['Kim Sung Wook'],['Jung Yi Do'],South Korea,Drama,32,2100.0,2019-02-11,2019-04-02,"Monday, Tuesday",MBC,15+ - Teens 15 or older,"A profiler and a prosecutor must uncover the hidden secrets surrounding unique items with supernatural powers and a conspiracy. Kang Gon is a prosecutor full of justice and a warm heart. In order to save his niece Da In, he jumps into a conspiracy surrounding an item having supernatural powers. Kang Gon works with a criminal profiler Shin So Yeong.(Source: Asianwiki)~~ Adapted from the webtoon written by Min Hyung and illustrated by Kim Joon Suk.",6248,1692,"Crime, Mystery, Supernatural"
681,Haechi,2019,['Lee Yong Seok'],['Kim Yi Young'],South Korea,Drama,48,1800.0,2019-02-11,2019-04-30,"Monday, Tuesday",SBS,15+ - Teens 15 or older,"Set during the Joseon Dynasty period, four people from different walks of life come together to make Prince Lee Geum the King and reform the Saheonbu. The four people are Lee Geum, Yeo Ji, Park Moon Soo, and Dal Moon.Lee Geum is a prince, but, even though he is smart, he is not recognized as a prince due to his mother being born in the lowest class.Yeo Ji is damo at the Saheonbu. She investigates cases enthusiastically. She has a talent for martial arts and foreign languages. Yeo Ji is the best investigator at the Saheonbu, including the male investigators. Park Moon Soo has been preparing for his exam to become a public officer. He is not very smart and has difficulty with the exam, but he is honest and tender to other people. Dal Moon is a famous clown. He is good at martial arts.",1765,1559,"Drama, Adventure, History"
682,Legal High,2019,['Kim Jung Hyun'],['Park Sung Jin'],South Korea,Drama,16,3900.0,2019-02-08,2019-03-30,"Friday, Saturday",jTBC Viki,15+ - Teens 15 or older,"Go Tae Rim is a lawyer. He is arrogant and makes biting remarks, but he has a 100% winning rate. He can't even imagine ever losing a case and winning cases is the most important thing to him. His attorney's fee is obscenely high. Meanwhile, Seo Jae In is a gung-ho rookie lawyer. She wants to help clients trapped in unfair situations. Seo Jae In realizes that lawyers who do not win cases are useless and she decides to work with Go Tae Rim.(Source: AsianWiki)",4444,2529,"Comedy, Legal"
683,Touch Your Heart,2019,['Park Joon Hwa'],"['Choi Bo Rim', 'Lee Myung Sook']",South Korea,Drama,16,4200.0,2019-02-06,2019-03-28,"Wednesday, Thursday",tvN,15+ - Teens 15 or older,"Oh Yoon Seo is a popular actress. She is famous for her beautiful appearance, but her acting is bad. She gets involved in a scandal with the son from a chaebol family. Her acting career declines precipitously.Oh Yoon Seo hears that a famous screenwriter wants her to play the lead female role for a drama series. The character works as a secretary for a lawyer. To gain experience for the role, Oh Yoon Seo is required to work as a lawyer's secretary for a few months. Meanwhile, Kwon Jung Rok is an attorney for a law firm. He is arrogant and cold-hearted. One day, his boss asks Kwon Jung Rok to let actress Oh Yoon Seo work as his secretary for 3 months. He is not happy about the situation, but he has to accept.(Source: AsianWiki)~~ Adapted from the web novel “Jinsimi Dadda” by Yegeo.",1094,47,"Comedy, Romance, Legal"
684,Love as You Taste,2019,,['Hwang Da Seul'],South Korea,Drama,10,840.0,2019-02-02,2019-04-03,,Naver TV Cast,13+ - Teens 13 or older,Love and food - always the perfect match! A collection of love stories and heartbreaks paired with each person’s favourite food cravings as they all fall in and out of love. Vivacious university students start a club “Cooking Club for Better Taste” to tell their stories about love and relationships all while sharing their favourite food and dishes. Will they be ready for the main dish called life?(Source: Viki) ,6562,5182,"Comedy, Food, Romance"
685,My Heart Flutters,2019,,,South Korea,Drama,8,1080.0,2019-02-01,2019-03-02,"Friday, Saturday",Naver TV Cast,Not Yet Rated,,53322,99999,"Comedy, Romance"
686,Tower of Babel,2019,['Yoon Sung Shik'],['Kwon Soon Won'],South Korea,Drama,16,3600.0,2019-01-27,2019-03-24,"Saturday, Sunday",TV Chosun Viki,18+ Restricted (violence & profanity),"Cha Woo Hyuk is a prosecutor who started out as a newspaper reporter, whose personality is described as fiery and hot-tempered. He grew up having a comfortable life, but one day his family is shattered when his father dies in an accident whose cause is unclear, and his mother takes her own life. When he finds out that his father’s bankruptcy and death are connected to a conglomerate, he begins his mission to uncover the truth and get revenge.Cha Woo Hyuk meets married actress Han Jung Won and falls in love with her. Her husband is the son of a chaebol family. Cha Woo Hyuk then faces Han Jung Won as a prosecutor. She is suspected of the murder of her husband.(Source: AsianWiki)",6607,3409,"Drama, Mystery, Legal"
